lat,lon,min_temp
-90,0.0,145.326
-90,2.5,145.326
-90,5.0,145.326
-90,7.5,145.326
-90,10.0,145.326
-90,12.5,145.326
-90,15.0,145.326
-90,17.5,145.326
-90,20.0,145.326
-90,22.5,145.326
-90,25.0,145.326
-90,27.5,145.326
-90,30.0,145.326
-90,32.5,145.326
-90,35.0,145.326
-90,37.5,145.326
-90,40.0,145.326
-90,42.5,145.326
-90,45.0,145.326
-90,47.5,145.326
-90,50.0,145.326
-90,52.5,145.326
-90,55.0,145.326
-90,57.5,145.326
-90,60.0,145.326
-90,62.5,145.326
-90,65.0,145.326
-90,67.5,145.326
-90,70.0,145.326
-90,72.5,145.326
-90,75.0,145.326
-90,77.5,145.326
-90,80.0,145.326
-90,82.5,145.326
-90,85.0,145.326
-90,87.5,145.326
-90,90.0,145.326
-90,92.5,145.326
-90,95.0,145.326
-90,97.5,145.326
-90,100.0,145.326
-90,102.5,145.326
-90,105.0,145.326
-90,107.5,145.326
-90,110.0,145.326
-90,112.5,145.326
-90,115.0,145.326
-90,117.5,145.326
-90,120.0,145.326
-90,122.5,145.326
-90,125.0,145.326
-90,127.5,145.326
-90,130.0,145.326
-90,132.5,145.326
-90,135.0,145.326
-90,137.5,145.326
-90,140.0,145.326
-90,142.5,145.326
-90,145.0,145.326
-90,147.5,145.326
-90,150.0,145.326
-90,152.5,145.326
-90,155.0,145.326
-90,157.5,145.326
-90,160.0,145.326
-90,162.5,145.326
-90,165.0,145.326
-90,167.5,145.326
-90,170.0,145.326
-90,172.5,145.326
-90,175.0,145.326
-90,177.5,145.326
-90,180.0,145.326
-90,182.5,145.326
-90,185.0,145.326
-90,187.5,145.326
-90,190.0,145.326
-90,192.5,145.326
-90,195.0,145.326
-90,197.5,145.326
-90,200.0,145.326
-90,202.5,145.326
-90,205.0,145.326
-90,207.5,145.326
-90,210.0,145.326
-90,212.5,145.326
-90,215.0,145.326
-90,217.5,145.326
-90,220.0,145.326
-90,222.5,145.326
-90,225.0,145.326
-90,227.5,145.326
-90,230.0,145.326
-90,232.5,145.326
-90,235.0,145.326
-90,237.5,145.326
-90,240.0,145.326
-90,242.5,145.326
