lat,lon,min_temp
-90,0.0,144.732
-90,2.5,144.732
-90,5.0,144.732
-90,7.5,144.732
-90,10.0,144.732
-90,12.5,144.732
-90,15.0,144.732
-90,17.5,144.732
-90,20.0,144.732
-90,22.5,144.732
-90,25.0,144.732
-90,27.5,144.732
-90,30.0,144.732
-90,32.5,144.732
-90,35.0,144.732
-90,37.5,144.732
-90,40.0,144.732
-90,42.5,144.732
-90,45.0,144.732
-90,47.5,144.732
-90,50.0,144.732
-90,52.5,144.732
-90,55.0,144.732
-90,57.5,144.732
-90,60.0,144.732
-90,62.5,144.732
-90,65.0,144.732
-90,67.5,144.732
-90,70.0,144.732
-90,72.5,144.732
-90,75.0,144.732
-90,77.5,144.732
-90,80.0,144.732
-90,82.5,144.732
-90,85.0,144.732
-90,87.5,144.732
-90,90.0,144.732
-90,92.5,144.732
-90,95.0,144.732
-90,97.5,144.732
-90,100.0,144.732
-90,102.5,144.732
-90,105.0,144.732
-90,107.5,144.732
-90,110.0,144.732
-90,112.5,144.732
-90,115.0,144.732
-90,117.5,144.732
-90,120.0,144.732
-90,122.5,144.732
-90,125.0,144.732
-90,127.5,144.732
-90,130.0,144.732
-90,132.5,144.732
-90,135.0,144.732
-90,137.5,144.732
-90,140.0,144.732
-90,142.5,144.732
-90,145.0,144.732
-90,147.5,144.732
-90,150.0,144.732
-90,152.5,144.732
-90,155.0,144.732
-90,157.5,144.732
-90,160.0,144.732
-90,162.5,144.732
-90,165.0,144.732
-90,167.5,144.732
-90,170.0,144.732
-90,172.5,144.732
-90,175.0,144.732
-90,177.5,144.732
-90,180.0,144.732
-90,182.5,144.732
-90,185.0,144.732
-90,187.5,144.732
-90,190.0,144.732
-90,192.5,144.732
-90,195.0,144.732
-90,197.5,144.732
-90,200.0,144.732
-90,202.5,144.732
-90,205.0,144.732
-90,207.5,144.732
-90,210.0,144.732
-90,212.5,144.732
-90,215.0,144.732
-90,217.5,144.732
-90,220.0,144.732
-90,222.5,144.732
-90,225.0,144.732
-90,227.5,144.732
-90,230.0,144.732
-90,232.5,144.732
-90,235.0,144.732
-90,237.5,144.732
-90,240.0,144.732
-90,242.5,144.732
-90,245.0,144.732
-90,247.5,144.732
-90,250.0,144.732
-90,252.5,144.732
-90,255.0,144.732
-90,257.5,144.732
-90,260.0,144.732
-90,262.5,144.732
-90,265.0,144.732
-90,267.5,144.732
-90,270.0,144.732
-90,272.5,144.732
-90,275.0,144.732
-90,277.5,144.732
-90,280.0,144.732
-90,282.5,144.732
-90,285.0,144.732
-90,287.5,144.732
-90,290.0,144.732
-90,292.5,144.732
-90,295.0,144.732
-90,297.5,144.732
-90,300.0,144.732
-90,302.5,144.732
-90,305.0,144.732
-90,307.5,144.732
-90,310.0,144.732
-90,312.5,144.732
-90,315.0,144.732
-90,317.5,144.732
-90,320.0,144.732
-90,322.5,144.732
-90,325.0,144.732
-90,327.5,144.732
-90,330.0,144.732
-90,332.5,144.732
-90,335.0,144.732
-90,337.5,144.732
-90,340.0,144.732
-90,342.5,144.732
-90,345.0,144.732
-90,347.5,144.732
-90,350.0,144.732
-90,352.5,144.732
-90,355.0,144.732
-90,357.5,144.732
-90,360.0,144.732
-85,0.0,155.169
-85,2.5,160.338
-85,5.0,165.508
-85,7.5,168.339
-85,10.0,170.391
-85,12.5,171.86
-85,15.0,172.748
-85,17.5,173.562
-85,20.0,174.153
-85,22.5,174.744
-85,25.0,175.374
-85,27.5,176.052
-85,30.0,176.502
-85,32.5,176.875
-85,35.0,177.393
-85,37.5,178.055
-85,40.0,178.608
-85,42.5,178.83
-85,45.0,179.052
-85,47.5,179.882
-85,50.0,180.735
-85,52.5,181.565
-85,55.0,182.386
-85,57.5,182.803
-85,60.0,182.816
-85,62.5,182.854
-85,65.0,182.964
-85,67.5,183.299
-85,70.0,183.861
-85,72.5,184.422
-85,75.0,184.786
-85,77.5,185.085
-85,80.0,185.27
-85,82.5,185.341
-85,85.0,185.389
-85,87.5,185.368
-85,90.0,185.347
-85,92.5,185.58
-85,95.0,185.993
-85,97.5,186.133
-85,100.0,186.162
-85,102.5,186.039
-85,105.0,185.762
-85,107.5,185.525
-85,110.0,185.409
-85,112.5,185.293
-85,115.0,185.253
-85,117.5,185.212
-85,120.0,185.194
-85,122.5,185.184
-85,125.0,185.363
-85,127.5,185.528
-85,130.0,185.718
-85,132.5,185.983
-85,135.0,186.248
-85,137.5,186.346
-85,140.0,186.444
-85,142.5,186.488
-85,145.0,186.514
-85,147.5,186.475
-85,150.0,186.369
-85,152.5,186.219
-85,155.0,186.136
-85,157.5,186.102
-85,160.0,186.155
-85,162.5,186.207
-85,165.0,186.312
-85,167.5,186.434
-85,170.0,186.446
-85,172.5,186.348
-85,175.0,186.288
-85,177.5,186.341
-85,180.0,186.395
-85,182.5,186.392
-85,185.0,186.388
-85,187.5,186.099
-85,190.0,185.713
-85,192.5,185.358
-85,195.0,185.116
-85,197.5,185.063
-85,200.0,185.07
-85,202.5,185.077
-85,205.0,184.876
-85,207.5,184.675
-85,210.0,184.466
-85,212.5,184.269
-85,215.0,184.327
-85,217.5,184.398
-85,220.0,184.499
-85,222.5,184.688
-85,225.0,184.877
-85,227.5,184.862
-85,230.0,184.848
-85,232.5,184.706
-85,235.0,184.521
-85,237.5,184.086
-85,240.0,183.401
-85,242.5,182.766
-85,245.0,182.279
-85,247.5,181.889
-85,250.0,181.559
-85,252.5,181.229
-85,255.0,180.757
-85,257.5,180.237
-85,260.0,179.494
-85,262.5,178.525
-85,265.0,177.592
-85,267.5,176.764
-85,270.0,175.935
-85,272.5,175.119
-85,275.0,174.303
-85,277.5,173.787
-85,280.0,173.37
-85,282.5,173.05
-85,285.0,172.825
-85,287.5,172.613
-85,290.0,172.441
-85,292.5,172.305
-85,295.0,172.543
-85,297.5,172.781
-85,300.0,172.657
-85,302.5,172.413
-85,305.0,168.814
-85,307.5,161.86
-85,310.0,156.593
-85,312.5,156.389
-85,315.0,156.184
-85,317.5,156.196
-85,320.0,156.209
-85,322.5,156.765
-85,325.0,157.488
-85,327.5,160.721
-85,330.0,166.463
-85,332.5,169.083
-85,335.0,162.336
-85,337.5,155.589
-85,340.0,161.516
-85,342.5,167.443
-85,345.0,164.431
-85,347.5,158.438
-85,350.0,155.43
-85,352.5,155.406
-85,355.0,155.358
-85,357.5,155.262
-85,360.0,155.169
-80,0.0,182.851
-80,2.5,183.165
-80,5.0,183.479
-80,7.5,183.673
-80,10.0,183.827
-80,12.5,184.312
-80,15.0,185.127
-80,17.5,186.161
-80,20.0,187.669
-80,22.5,189.176
-80,25.0,191.603
-80,27.5,194.029
-80,30.0,195.197
-80,32.5,195.946
-80,35.0,196.574
-80,37.5,197.144
-80,40.0,197.949
